,股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
4291,600863,内蒙华电,-1.12,3.54,3.6,3.53,3.59,-0.04,0.38,0.69,11.12,245414,87172963.0,3.58,23105182851,23105182851,1.600863,沪A,2022-12-14 13:01:14,2022-12-14
4292,603955,大千生态,-1.12,19.46,19.74,19.3,19.53,-0.22,0.36,0.51,211.42,4865,9451239.0,19.68,2641111200,2641111200,1.603955,沪A,2022-12-14 13:01:16,2022-12-14
4293,600390,五矿资本,-1.12,5.3,5.34,5.26,5.32,-0.06,0.52,0.45,8.96,233509,123590487.0,5.36,23839746933,23839746933,1.600390,沪A,2022-12-14 13:01:14,2022-12-14
4294,002100,天康生物,-1.12,8.81,8.92,8.75,8.85,-0.1,1.36,0.98,34.69,183966,162123897.56,8.91,11931725753,11931311516,0.002100,深A,2022-12-14 13:01:15,2022-12-14
4295,688013,天臣医疗,-1.12,22.0,22.53,21.94,22.2,-0.25,0.55,0.81,42.12,2162,4800339.0,22.25,1785423200,864327200,1.688013,沪A,2022-12-14 13:01:09,2022-12-14
4296,603778,乾景园林,-1.13,7.02,7.29,6.85,6.99,-0.08,3.76,0.74,-100.9,241458,170756941.0,7.1,4512857137,4512857137,1.603778,沪A,2022-12-14 13:01:15,2022-12-14
4297,600371,万向德农,-1.13,13.15,13.22,12.99,13.17,-0.15,1.85,0.9,52.25,54075,70732805.0,13.3,3847400700,3847400700,1.600371,沪A,2022-12-14 13:01:16,2022-12-14
4298,300401,花园生物,-1.13,15.73,16.0,15.51,15.83,-0.18,1.05,0.82,18.37,56846,89015658.25,15.91,8667348872,8529176567,0.300401,深A,2022-12-14 13:01:15,2022-12-14
4299,001203,大中矿业,-1.13,15.73,16.05,15.7,15.79,-0.18,1.78,0.78,19.08,77677,122775262.22,15.91,23720840000,6860362039,0.001203,深A,2022-12-14 13:01:15,2022-12-14
4300,688503,C聚和,-1.13,134.51,138.48,133.31,136.05,-1.54,8.7,0.38,37.31,20671,281237749.0,136.05,15053112830,3194696031,1.688503,沪A,2022-12-14 13:01:15,2022-12-14
4301,600487,亨通光电,-1.14,14.8,15.09,14.79,15.01,-0.17,0.81,0.81,19.29,199012,296569211.0,14.97,36507672924,36507672924,1.600487,沪A,2022-12-14 13:01:15,2022-12-14
4302,603818,曲美家居,-1.14,6.96,7.03,6.93,6.97,-0.08,0.41,0.65,19.13,23969,16708554.0,7.04,4088377400,4039553000,1.603818,沪A,2022-12-14 13:01:16,2022-12-14
4303,600881,亚泰集团,-1.14,2.61,2.64,2.6,2.64,-0.03,0.22,0.84,-6.46,71684,18731288.0,2.64,8479664465,8479664465,1.600881,沪A,2022-12-14 13:01:08,2022-12-14
4304,605183,确成股份,-1.14,19.08,19.27,18.95,19.22,-0.22,0.51,0.56,19.19,6981,13326606.0,19.3,7965096732,2587487645,1.605183,沪A,2022-12-14 13:01:12,2022-12-14
4305,300551,古鳌科技,-1.14,12.99,13.19,12.8,13.15,-0.15,2.31,0.86,-123.11,54458,70577820.0,13.14,4491330678,3061439800,0.300551,深A,2022-12-14 13:01:15,2022-12-14
4306,002330,得利斯,-1.14,6.92,7.04,6.82,6.94,-0.08,5.1,2.26,65.6,324031,224279417.33,7.0,4406619947,4395436708,0.002330,深A,2022-12-14 13:01:15,2022-12-14
4307,002329,皇氏集团,-1.15,7.77,7.95,7.7,7.72,-0.09,5.88,0.62,84.68,313663,244761235.98,7.86,6508463072,4141734980,0.002329,深A,2022-12-14 13:01:15,2022-12-14
4308,300260,新莱应材,-1.15,77.42,86.3,75.89,82.88,-0.9,4.0,2.96,47.82,61197,491461965.24,78.32,17540221548,11846939627,0.300260,深A,2022-12-14 13:01:15,2022-12-14
4309,600644,乐山电力,-1.15,7.71,7.77,7.63,7.76,-0.09,1.09,0.95,28.06,58806,45256698.0,7.8,4151069081,4151069081,1.600644,沪A,2022-12-14 13:01:14,2022-12-14
4310,600679,上海凤凰,-1.15,9.42,9.51,9.36,9.51,-0.11,0.34,1.06,55.23,9768,9197126.0,9.53,4854071901,2702345261,1.600679,沪A,2022-12-14 13:01:11,2022-12-14
4311,688336,三生国健,-1.16,14.53,14.79,14.47,14.64,-0.17,0.34,0.62,5710.48,3172,4619792.0,14.7,8961897572,1347533864,1.688336,沪A,2022-12-14 13:01:12,2022-12-14
4312,688319,欧林生物,-1.16,15.38,15.57,15.31,15.57,-0.18,0.11,0.38,116.35,3142,4845539.0,15.56,6232975700,4399525131,1.688319,沪A,2022-12-14 13:01:01,2022-12-14
4313,300715,凯伦股份,-1.16,14.52,14.78,14.45,14.78,-0.17,0.21,0.46,187.25,5884,8592363.0,14.69,5588887799,4035632216,0.300715,深A,2022-12-14 13:01:15,2022-12-14
4314,688067,爱威科技,-1.16,21.35,21.69,21.15,21.58,-0.25,1.34,0.76,45.63,5394,11503132.0,21.6,1451800000,857568482,1.688067,沪A,2022-12-14 13:01:16,2022-12-14
4315,600823,世茂股份,-1.16,2.56,2.61,2.54,2.6,-0.03,0.32,0.45,-18.92,120867,30982866.0,2.59,9602990748,9602990748,1.600823,沪A,2022-12-14 13:01:12,2022-12-14
4316,600552,凯盛科技,-1.16,10.24,10.42,10.23,10.33,-0.12,0.56,1.04,69.58,42710,44033649.0,10.36,9672774595,7822172191,1.600552,沪A,2022-12-14 13:01:14,2022-12-14
4317,301038,深水规院,-1.16,16.2,16.43,16.12,16.26,-0.19,2.01,0.86,-70.31,8618,13947828.6,16.39,2779920000,694980000,0.301038,深A,2022-12-14 13:01:15,2022-12-14
4318,000718,苏宁环球,-1.16,3.41,3.46,3.39,3.46,-0.04,0.4,0.58,15.46,91183,31122244.04,3.45,10348110069,7808061897,0.000718,深A,2022-12-14 13:01:12,2022-12-14
4319,000900,现代投资,-1.17,4.24,4.29,4.23,4.27,-0.05,0.31,1.06,10.71,47539,20225503.67,4.29,6435592136,6435305936,0.000900,深A,2022-12-14 13:01:15,2022-12-14
4320,002616,长青集团,-1.17,5.08,5.12,5.05,5.05,-0.06,0.56,0.62,-179.95,26165,13305089.0,5.14,3769114743,2388695355,0.002616,深A,2022-12-14 13:01:12,2022-12-14
4321,603300,华铁应急,-1.17,6.77,6.96,6.27,6.85,-0.08,0.37,0.75,16.24,46175,31512707.0,6.85,9394115685,8547614518,1.603300,沪A,2022-12-14 13:01:08,2022-12-14
4322,831832,科达自控,-1.17,11.0,11.09,10.96,10.97,-0.13,0.03,0.3,39.71,131,143961.0,11.13,843947500,460101917,0.831832,深A,2022-12-14 13:01:13,2022-12-14
4323,600039,四川路桥,-1.17,10.99,11.11,10.9,11.08,-0.13,0.22,0.86,8.53,102710,112836678.0,11.12,68427441157,51782922560,1.600039,沪A,2022-12-14 13:01:15,2022-12-14
4324,300313,ST天山,-1.17,6.76,6.86,6.6,6.78,-0.08,2.59,0.71,-56.1,47664,31993499.24,6.84,2115727197,1245337185,0.300313,深A,2022-12-14 13:01:15,2022-12-14
4325,300297,*ST蓝盾,-1.17,1.69,1.7,1.68,1.7,-0.02,0.63,0.84,-1.84,78730,13304109.0,1.71,2112323201,2108848561,0.300297,深A,2022-12-14 13:01:09,2022-12-14
4326,688063,派能科技,-1.17,328.11,334.57,323.0,329.99,-3.89,1.04,0.55,59.08,8580,282719162.0,332.0,50806039723,27072341663,1.688063,沪A,2022-12-14 13:01:16,2022-12-14
4327,002051,中工国际,-1.17,8.43,8.56,8.39,8.56,-0.1,0.44,0.84,23.74,54376,45919465.0,8.53,10431357339,10428672266,0.002051,深A,2022-12-14 13:01:15,2022-12-14
4328,300620,光库科技,-1.17,41.3,42.84,41.3,42.23,-0.49,0.41,0.78,56.48,6506,27417382.2,41.79,6776554180,6621805021,0.300620,深A,2022-12-14 13:01:15,2022-12-14
4329,002104,恒宝股份,-1.17,7.57,7.63,7.5,7.57,-0.09,1.99,1.04,54.6,117442,88844269.29,7.66,5294531838,4470625339,0.002104,深A,2022-12-14 13:01:15,2022-12-14
4330,301171,易点天下,-1.18,20.13,20.6,19.74,20.05,-0.24,12.28,0.82,28.45,87067,175483512.16,20.37,9499063268,1427072326,0.301171,深A,2022-12-14 13:01:15,2022-12-14
4331,002258,利尔化学,-1.18,19.29,19.62,19.19,19.52,-0.23,0.52,1.13,7.76,41729,80656653.86,19.52,15440434128,15383121532,0.002258,深A,2022-12-14 13:01:15,2022-12-14
4332,300295,三六五网,-1.18,9.22,9.34,9.19,9.29,-0.11,1.48,0.54,89.3,24505,22661748.0,9.33,1759403863,1529451623,0.300295,深A,2022-12-14 13:01:09,2022-12-14
4333,600530,交大昂立,-1.18,4.19,4.25,4.16,4.24,-0.05,0.48,0.78,66.32,37300,15648395.0,4.24,3268200000,3268200000,1.600530,沪A,2022-12-14 13:01:07,2022-12-14
4334,688062,迈威生物-U,-1.19,15.77,15.94,15.72,15.88,-0.19,0.47,0.79,-6.83,4408,6964511.0,15.96,6301692000,1491473266,1.688062,沪A,2022-12-14 13:01:15,2022-12-14
4335,002820,桂发祥,-1.2,9.92,10.15,9.56,9.7,-0.12,9.08,1.04,-32.22,182000,178391338.37,10.04,1992613486,1987328934,0.002820,深A,2022-12-14 13:01:15,2022-12-14
4336,603398,沐邦高科,-1.2,33.89,34.72,33.77,34.32,-0.41,0.7,0.59,824.5,23875,81319561.0,34.3,11611883442,11611883442,1.603398,沪A,2022-12-14 13:01:14,2022-12-14
4337,002825,纳尔股份,-1.2,13.22,13.36,13.03,13.25,-0.16,2.56,0.47,6.27,40997,54031851.04,13.38,3234409523,2114361971,0.002825,深A,2022-12-14 13:01:15,2022-12-14
4338,601005,重庆钢铁,-1.2,1.65,1.68,1.65,1.68,-0.02,0.18,0.61,-40.68,148675,24717109.0,1.67,14715693741,13827783861,1.601005,沪A,2022-12-14 13:01:16,2022-12-14
4339,836826,盖世食品,-1.2,9.87,10.0,9.7,9.8,-0.12,0.78,2.12,26.99,2590,2546532.02,9.99,965628055,326898960,0.836826,深A,2022-12-14 13:01:13,2022-12-14
4340,003029,吉大正元,-1.2,33.69,34.47,33.4,33.55,-0.41,1.27,0.51,-72.99,14436,48951406.43,34.1,6278030430,3822630493,0.003029,深A,2022-12-14 13:01:15,2022-12-14
4341,301215,中汽股份,-1.21,5.72,5.8,5.7,5.8,-0.07,2.3,0.62,54.49,63292,36296198.7,5.79,7564128000,1576432006,0.301215,深A,2022-12-14 13:01:15,2022-12-14
4342,688289,圣湘生物,-1.21,24.48,24.8,24.17,24.8,-0.3,1.11,0.8,6.76,38767,94498052.0,24.78,14405495977,8549038747,1.688289,沪A,2022-12-14 13:01:14,2022-12-14
4343,002074,国轩高科,-1.21,30.97,31.67,30.6,31.3,-0.38,0.71,0.93,275.13,87816,273391082.79,31.35,55091753640,38357324426,0.002074,深A,2022-12-14 13:01:15,2022-12-14
4344,300761,立华股份,-1.21,35.02,35.48,34.66,35.4,-0.43,0.67,0.87,18.58,21470,75101144.0,35.45,16102283585,11262751558,0.300761,深A,2022-12-14 13:01:15,2022-12-14
4345,002531,天顺风能,-1.22,13.81,14.09,13.76,13.98,-0.17,0.69,0.59,48.6,122296,170035338.59,13.98,24892650146,24592105989,0.002531,深A,2022-12-14 13:01:15,2022-12-14
4346,003011,海象新材,-1.22,22.71,23.05,22.68,22.79,-0.28,1.15,0.83,13.12,6337,14425293.0,22.99,2331771960,1255413228,0.003011,深A,2022-12-14 13:01:06,2022-12-14
4347,003021,兆威机电,-1.22,51.86,53.45,51.66,53.45,-0.64,0.98,1.05,64.97,5899,30751688.9,52.5,8883704295,3125705920,0.003021,深A,2022-12-14 13:01:12,2022-12-14
4348,688359,三孚新科,-1.22,83.32,84.85,82.51,83.45,-1.03,0.51,0.42,-162.37,2515,21035885.0,84.35,7732720900,4078537413,1.688359,沪A,2022-12-14 13:01:17,2022-12-14
4349,000023,深天地Ａ,-1.22,13.71,14.02,13.64,13.98,-0.17,0.79,0.65,-15.36,11006,15211955.0,13.88,1902348050,1902290208,0.000023,深A,2022-12-14 13:01:12,2022-12-14
4350,301093,华兰股份,-1.23,28.21,28.53,27.94,28.45,-0.35,1.16,0.72,37.17,11209,31594431.29,28.56,3798946676,2720539140,0.301093,深A,2022-12-14 13:01:09,2022-12-14
4351,300382,斯莱克,-1.23,19.34,19.6,19.22,19.35,-0.24,0.28,0.43,48.11,16044,31089574.26,19.58,12117365215,11224370885,0.300382,深A,2022-12-14 13:01:15,2022-12-14
4352,000540,中天金融,-1.23,1.61,1.63,1.6,1.63,-0.02,0.42,0.69,-1.86,290210,46724874.0,1.63,11278460033,11219707458,0.000540,深A,2022-12-14 13:01:15,2022-12-14
4353,603590,康辰药业,-1.23,27.34,27.78,27.22,27.7,-0.34,0.37,0.59,31.65,5970,16376538.0,27.68,4374400000,4374400000,1.603590,沪A,2022-12-14 13:01:15,2022-12-14
4354,002146,荣盛发展,-1.23,2.41,2.45,2.39,2.45,-0.03,0.67,0.75,-2.63,261311,62907217.96,2.44,10479074881,9399653956,0.002146,深A,2022-12-14 13:01:15,2022-12-14
4355,600801,华新水泥,-1.23,15.24,15.48,15.2,15.48,-0.19,0.25,0.36,10.77,33977,51946220.0,15.43,31952181790,20755048990,1.600801,沪A,2022-12-14 13:01:16,2022-12-14
4356,301122,采纳股份,-1.23,56.93,58.5,56.88,58.5,-0.71,0.97,0.57,29.93,2273,13023995.19,57.64,5353419495,1338355984,0.301122,深A,2022-12-14 13:01:12,2022-12-14
4357,300661,圣邦股份,-1.23,182.7,191.71,181.06,190.14,-2.28,0.54,1.28,65.19,18183,337616973.12,184.98,65254271500,61700962220,0.300661,深A,2022-12-14 13:01:15,2022-12-14
4358,601952,苏垦农发,-1.23,12.82,12.94,12.75,12.87,-0.16,0.4,0.76,21.95,55639,71337785.0,12.98,17665960000,17665960000,1.601952,沪A,2022-12-14 13:01:17,2022-12-14
4359,300268,佳沃食品,-1.23,24.02,25.35,23.3,24.93,-0.3,10.47,5.13,36.09,139869,340250010.53,24.32,4184284000,3208788108,0.300268,深A,2022-12-14 13:01:15,2022-12-14
4360,300001,特锐德,-1.24,15.98,16.3,15.87,16.18,-0.2,0.48,1.01,118.76,47798,76601752.0,16.18,16630557194,15834635517,0.300001,深A,2022-12-14 13:01:12,2022-12-14
4361,688308,欧科亿,-1.24,74.08,75.98,73.3,75.01,-0.93,0.35,0.47,33.2,2327,17348222.0,75.01,8342615948,4879708864,1.688308,沪A,2022-12-14 13:01:12,2022-12-14
4362,300883,龙利得,-1.24,6.37,6.49,6.35,6.41,-0.08,1.0,1.15,66.2,23659,15115755.4,6.45,2204020000,1505331965,0.300883,深A,2022-12-14 13:01:15,2022-12-14
4363,603616,韩建河山,-1.24,5.57,5.69,5.56,5.68,-0.07,0.64,0.78,-18.16,24266,13581663.0,5.64,2124219760,2124219760,1.603616,沪A,2022-12-14 13:01:13,2022-12-14
4364,300440,运达科技,-1.24,7.16,7.28,7.12,7.24,-0.09,0.83,1.01,37.49,36594,26294243.0,7.25,3184145080,3174247919,0.300440,深A,2022-12-14 13:01:15,2022-12-14
4365,600372,中航电子,-1.24,17.49,17.76,17.44,17.7,-0.22,0.43,1.44,36.39,82892,145549353.0,17.71,33724467495,33724467495,1.600372,沪A,2022-12-14 13:01:15,2022-12-14
4366,000042,中洲控股,-1.24,8.74,8.8,8.51,8.79,-0.11,0.89,0.87,15.07,59291,51150440.1,8.85,5810624155,5803095737,0.000042,深A,2022-12-14 13:01:15,2022-12-14
4367,603987,康德莱,-1.24,15.09,15.33,15.07,15.28,-0.19,0.36,0.91,19.53,16013,24312305.0,15.28,6663276210,6632190810,1.603987,沪A,2022-12-14 13:01:14,2022-12-14
4368,300675,建科院,-1.24,15.09,15.29,15.05,15.28,-0.19,1.03,0.61,102.42,15069,22791371.0,15.28,2213200503,2213200503,0.300675,深A,2022-12-14 13:01:03,2022-12-14
4369,600684,珠江股份,-1.24,3.97,4.0,3.94,3.97,-0.05,0.67,0.8,-1.7,57394,22745635.0,4.02,3388239070,3388239070,1.600684,沪A,2022-12-14 13:01:16,2022-12-14
4370,688295,中复神鹰,-1.24,44.46,45.85,44.32,45.02,-0.56,1.33,0.6,70.84,9678,43478844.0,45.02,40014000000,3233020761,1.688295,沪A,2022-12-14 13:01:15,2022-12-14
4371,601868,中国能建,-1.24,2.38,2.41,2.37,2.41,-0.03,1.14,1.35,17.81,1622764,386483531.0,2.41,99224969454,33849552292,1.601868,沪A,2022-12-14 13:01:16,2022-12-14
4372,600103,青山纸业,-1.24,2.38,2.41,2.37,2.4,-0.03,0.44,1.06,23.38,101586,24197459.0,2.41,5487846381,5487846381,1.600103,沪A,2022-12-14 13:01:16,2022-12-14
4373,600867,通化东宝,-1.25,9.51,9.58,9.39,9.58,-0.12,0.44,1.03,10.14,88362,83532333.0,9.63,18959883990,18923479710,1.600867,沪A,2022-12-14 13:01:15,2022-12-14
4374,603558,健盛集团,-1.25,8.7,8.85,8.69,8.81,-0.11,0.61,0.99,9.26,23087,20197117.0,8.81,3316987656,3316987656,1.603558,沪A,2022-12-14 13:01:12,2022-12-14
4375,601179,中国西电,-1.25,4.73,4.82,4.73,4.81,-0.06,0.14,0.6,38.76,70821,33788540.0,4.79,24245423525,24245423525,1.601179,沪A,2022-12-14 13:01:15,2022-12-14
4376,300526,*ST中潜,-1.25,11.82,12.09,11.65,11.9,-0.15,0.79,0.97,52.89,16209,19133703.7,11.97,2414222802,2413990456,0.300526,深A,2022-12-14 13:01:15,2022-12-14
4377,002122,*ST天马,-1.25,3.15,3.22,3.11,3.18,-0.04,0.5,0.87,-9.67,60352,19103690.0,3.19,3839242444,3792737813,0.002122,深A,2022-12-14 13:00:57,2022-12-14
4378,605268,王力安防,-1.25,10.23,10.36,10.12,10.25,-0.13,2.63,0.4,296.14,19589,19983641.0,10.36,4535828550,760907400,1.605268,沪A,2022-12-14 13:01:13,2022-12-14
4379,600996,贵广网络,-1.26,11.8,11.95,11.67,11.72,-0.15,1.96,1.1,-38.02,234786,277166427.0,11.95,14143651737,14143651737,1.600996,沪A,2022-12-14 13:01:14,2022-12-14
4380,001323,慕思股份,-1.26,35.4,36.0,35.29,35.7,-0.45,0.9,0.63,24.97,3599,12802672.12,35.85,14160354000,1416354000,0.001323,深A,2022-12-14 13:01:15,2022-12-14
4381,301216,万凯新材,-1.26,29.88,30.36,29.77,30.36,-0.38,1.86,1.19,8.71,14112,42300736.29,30.26,10260654552,2266058772,0.301216,深A,2022-12-14 13:01:15,2022-12-14
4382,600605,汇通能源,-1.26,10.98,11.05,10.86,11.04,-0.14,1.5,0.44,91.41,31000,33998947.0,11.12,2264981070,2264981070,1.600605,沪A,2022-12-14 13:01:16,2022-12-14
4383,603070,万控智造,-1.26,18.77,19.18,18.68,19.01,-0.24,2.96,0.66,44.4,17732,33433000.0,19.01,7526770000,1126200000,1.603070,沪A,2022-12-14 13:01:15,2022-12-14
4384,688111,金山办公,-1.26,259.28,266.44,259.28,265.0,-3.32,0.28,0.89,110.3,12892,339423948.0,262.6,119585518039,119585518039,1.688111,沪A,2022-12-14 13:01:14,2022-12-14
4385,000663,永安林业,-1.26,8.59,8.69,8.54,8.61,-0.11,0.98,0.52,6.6,29926,25717081.0,8.7,2892114950,2631100103,0.000663,深A,2022-12-14 13:01:09,2022-12-14
4386,603308,应流股份,-1.27,20.28,20.67,20.21,20.4,-0.26,0.26,0.63,45.66,17421,35533119.0,20.54,13854219558,13854219558,1.603308,沪A,2022-12-14 13:01:16,2022-12-14
4387,300882,万胜智能,-1.27,15.58,15.97,15.53,15.8,-0.2,1.18,1.0,28.09,6785,10622870.0,15.78,3185010364,897508413,0.300882,深A,2022-12-14 13:01:15,2022-12-14
4388,600798,宁波海运,-1.27,3.89,3.94,3.87,3.93,-0.05,0.68,0.65,33.47,81872,32002154.0,3.94,4693418042,4693418042,1.600798,沪A,2022-12-14 13:01:15,2022-12-14
4389,300558,贝达药业,-1.27,50.54,51.39,50.54,50.91,-0.65,0.29,0.81,153.59,11841,60258406.49,51.19,21054081117,20984671957,0.300558,深A,2022-12-14 13:01:15,2022-12-14
4390,603882,金域医学,-1.27,71.4,72.5,70.8,72.5,-0.92,0.24,0.69,10.22,11362,81071096.0,72.32,33353708535,33130676498,1.603882,沪A,2022-12-14 13:01:14,2022-12-14
4391,300871,回盛生物,-1.27,21.7,22.0,21.1,21.84,-0.28,3.14,2.11,102.35,26074,55930499.05,21.98,3603381977,1800268217,0.300871,深A,2022-12-14 13:01:12,2022-12-14
4392,603789,星光农机,-1.27,10.07,10.3,10.04,10.26,-0.13,2.62,0.81,-38.84,67997,69077836.0,10.2,2618200000,2618200000,1.603789,沪A,2022-12-14 13:01:14,2022-12-14
4393,001313,粤海饲料,-1.27,10.07,10.17,9.99,10.17,-0.13,2.91,1.28,119.29,29073,29205361.64,10.2,7049000000,1007000000,0.001313,深A,2022-12-14 13:01:12,2022-12-14
4394,002798,帝欧家居,-1.27,8.52,8.62,8.49,8.55,-0.11,0.83,0.76,-6.22,19269,16461566.16,8.63,3279931467,1969869199,0.002798,深A,2022-12-14 13:01:15,2022-12-14
4395,601500,通用股份,-1.28,3.87,3.93,3.84,3.93,-0.05,0.26,1.57,163.8,32857,12743156.0,3.92,4986860328,4970364840,1.601500,沪A,2022-12-14 13:01:11,2022-12-14
4396,603003,龙宇燃油,-1.28,7.73,7.82,7.71,7.8,-0.1,0.57,0.82,85.34,23089,17872587.0,7.83,3110888209,3110888209,1.603003,沪A,2022-12-14 13:01:12,2022-12-14
4397,688787,海天瑞声,-1.28,67.9,69.6,66.72,68.13,-0.88,1.53,0.49,116.99,4067,27638631.0,68.78,2906120000,1802143881,1.688787,沪A,2022-12-14 13:01:13,2022-12-14
4398,688659,元琛科技,-1.28,20.79,21.87,20.73,21.42,-0.27,6.93,1.21,157.04,59935,127216972.0,21.06,3326400000,1796856415,1.688659,沪A,2022-12-14 13:01:15,2022-12-14
4399,603990,麦迪科技,-1.28,19.99,20.26,19.92,20.26,-0.26,0.7,0.69,184.68,15065,30235899.0,20.25,4285882867,4285882867,1.603990,沪A,2022-12-14 13:01:15,2022-12-14
4400,002831,裕同科技,-1.29,31.48,32.06,31.36,31.67,-0.41,0.16,0.58,21.56,8530,27016743.6,31.89,29292566648,16380702429,0.002831,深A,2022-12-14 13:01:15,2022-12-14
4401,600589,ST榕泰,-1.29,2.3,2.33,2.3,2.33,-0.03,0.32,0.43,-8.24,22751,5259178.0,2.33,1619276546,1619276546,1.600589,沪A,2022-12-14 13:01:12,2022-12-14
4402,003041,真爱美家,-1.29,17.6,17.74,17.51,17.72,-0.23,2.36,1.1,17.66,9003,15875220.4,17.83,2112000000,671985600,0.003041,深A,2022-12-14 13:01:15,2022-12-14
4403,300767,震安科技,-1.29,48.83,50.13,48.76,49.64,-0.64,0.35,1.07,114.91,7102,35115778.12,49.47,12072138748,9949891924,0.300767,深A,2022-12-14 13:01:15,2022-12-14
4404,002062,宏润建设,-1.3,5.33,5.39,5.32,5.38,-0.07,0.66,0.68,18.77,63309,33836037.0,5.4,5876325000,5149749740,0.002062,深A,2022-12-14 13:01:12,2022-12-14
4405,002853,皮阿诺,-1.3,19.76,20.16,19.55,20.16,-0.26,0.87,0.51,24.82,9937,19589910.0,20.02,3686084700,2261312368,0.002853,深A,2022-12-14 13:01:15,2022-12-14
4406,603609,禾丰股份,-1.3,12.9,13.1,12.83,13.1,-0.17,0.34,0.47,25.35,31503,40735040.0,13.07,11819214728,11819214728,1.603609,沪A,2022-12-14 13:01:15,2022-12-14
4407,600038,中直股份,-1.3,46.25,47.12,46.2,46.68,-0.61,0.31,0.64,428.12,18147,84526530.0,46.86,27263298115,27263298115,1.600038,沪A,2022-12-14 13:01:14,2022-12-14
4408,300819,聚杰微纤,-1.3,16.68,16.87,16.5,16.73,-0.22,6.92,1.28,39.75,30585,51026620.5,16.9,2488739400,737339400,0.300819,深A,2022-12-14 13:01:12,2022-12-14
4409,603810,丰山集团,-1.3,18.92,19.16,18.81,19.06,-0.25,2.3,0.72,25.01,36928,70078570.0,19.17,3070600210,3040269860,1.603810,沪A,2022-12-14 13:01:14,2022-12-14
4410,000850,华茂股份,-1.31,3.78,3.85,3.75,3.81,-0.05,0.95,2.36,-15.12,89557,34042336.0,3.83,3567053734,3565968507,0.000850,深A,2022-12-14 13:01:15,2022-12-14
4411,603606,东方电缆,-1.31,63.47,64.7,63.33,64.06,-0.84,0.51,0.69,44.46,34769,221910101.0,64.31,43649294407,43649294407,1.603606,沪A,2022-12-14 13:01:16,2022-12-14
4412,300056,中创环保,-1.31,7.54,7.64,7.41,7.5,-0.1,1.08,0.62,-137.02,41485,31266942.42,7.64,2906597940,2906597940,0.300056,深A,2022-12-14 13:01:15,2022-12-14
4413,002138,顺络电子,-1.31,26.39,27.26,26.39,27.06,-0.35,0.43,0.85,39.17,31089,82924888.45,26.74,21278741362,19140751210,0.002138,深A,2022-12-14 13:01:15,2022-12-14
4414,603615,茶花股份,-1.31,8.29,8.48,8.27,8.35,-0.11,0.81,0.55,-159.62,19550,16346791.0,8.4,2004687800,2004687800,1.603615,沪A,2022-12-14 13:01:10,2022-12-14
4415,002782,可立克,-1.31,16.57,16.93,16.52,16.86,-0.22,0.82,0.92,80.87,39084,65216240.08,16.79,7899303871,7859849044,0.002782,深A,2022-12-14 13:01:15,2022-12-14
4416,600668,尖峰集团,-1.31,12.8,13.09,12.75,13.04,-0.17,1.59,1.04,17.85,54867,70518113.0,12.97,4404272998,4404272998,1.600668,沪A,2022-12-14 13:01:12,2022-12-14
4417,000557,西部创业,-1.31,5.27,5.35,5.26,5.33,-0.07,0.41,0.64,25.34,59297,31397552.24,5.34,7685634853,7683218363,0.000557,深A,2022-12-14 13:01:15,2022-12-14
4418,002302,西部建设,-1.31,7.52,7.63,7.47,7.6,-0.1,0.52,0.93,12.31,65870,49537430.92,7.62,9492904366,9492904366,0.002302,深A,2022-12-14 13:01:15,2022-12-14
4419,000777,中核科技,-1.31,11.28,11.54,11.22,11.5,-0.15,1.74,1.54,77.3,66787,75830670.02,11.43,4348379009,4324825895,0.000777,深A,2022-12-14 13:01:12,2022-12-14
4420,300128,锦富技术,-1.32,3.75,3.84,3.75,3.8,-0.05,0.68,0.82,224.89,74767,28302016.0,3.8,4102932795,4098835170,0.300128,深A,2022-12-14 13:01:15,2022-12-14
4421,300118,东方日升,-1.32,24.73,25.25,24.7,24.94,-0.33,1.23,0.84,22.13,85098,211920061.88,25.06,22056066425,17128009376,0.300118,深A,2022-12-14 13:01:12,2022-12-14
4422,600939,重庆建工,-1.32,3.74,3.82,3.74,3.82,-0.05,0.21,0.9,19.21,40393,15207214.0,3.79,7112671117,7112671117,1.600939,沪A,2022-12-14 13:01:16,2022-12-14
4423,300622,博士眼镜,-1.32,20.94,21.23,20.81,21.2,-0.28,0.41,0.69,56.06,4400,9232860.6,21.22,3626084062,2254547776,0.300622,深A,2022-12-14 13:01:15,2022-12-14
4424,601518,吉林高速,-1.32,2.99,3.03,2.97,3.01,-0.04,0.35,0.95,9.52,47918,14352895.0,3.03,4037681412,4037681412,1.601518,沪A,2022-12-14 13:01:15,2022-12-14
4425,601789,宁波建工,-1.32,4.48,4.53,4.47,4.53,-0.06,0.75,0.72,16.13,81965,36830934.0,4.54,4868857683,4868857683,1.601789,沪A,2022-12-14 13:01:16,2022-12-14
4426,002015,协鑫能科,-1.33,13.4,13.68,13.33,13.52,-0.18,0.29,0.82,24.74,47093,63613628.64,13.58,21752549828,21752549828,0.002015,深A,2022-12-14 13:01:15,2022-12-14
